LNR,Response
35270,0.0072939685
35279,0.020554405
35300,0.0029827666
34981,0.0037519848
35338,0.035582356
35425,0.01939335
35426,0.012129142
35432,0.036162015
35022,0.03881421
35347,0.0075081005
35062,0.029186344
35072,0.008494287
35104,0.013398251
35106,0.01597514
35114,0.0035202522
35131,0.0046486454
21744,0.0042927586
21754,0.026861409
21784,0.004117683
22088,0.006571483
22095,0.0048578414
21806,0.020190634
21811,0.006800549
22099,0.027396368
22104,0.027878907
21819,0.012318863
21822,0.0034667184
21834,0.026060909
21858,0.0540421
21862,0.028916538
21875,0.0043730633
22163,0.003664074
21909,0.004489433
21910,0.024301551
21913,0.033184767
21650,0.0035505802
21966,0.0040818388
21977,0.012318863
21662,0.01376771
21665,0.003265681
21668,0.0060674436
21683,0.010135792
21697,0.014628738
22665,0.004069345
31548,0.02026302
31553,0.0044327066
31555,0.0044765263
31232,0.007732168
31647,0.016015796
31243,0.0032471365
31266,0.015327312
31274,0.007264858
31590,0.0072657107
31294,0.004885651
31296,0.02774706
31600,0.0043838955
31314,0.0059741763
31358,0.0077284
31369,0.0060682083
31376,0.004341504
31070,0.011789831
31382,0.0051099923
31385,0.0056288396
31393,0.0032597154
31086,0.0052705985
31114,0.005644635
12861,0.006106293
13182,0.012657939
13185,0.0074913586
13190,0.0028858809
13194,0.038425975
13536,0.012657939
13542,0.008700031
13559,0.0048974636
13600,0.008498966
13608,0.02818751
13922,0.008793091
13934,0.014943828
13634,0.0037876323
13948,0.047864683
13961,0.074024126
13973,0.03847461
13976,0.004264355
13987,0.0052386005
13989,0.0049967743
13993,0.0038304762
13685,0.0050204187
13397,0.032616224
13714,0.0041662185
13408,0.0032614977
13416,0.04170807
13734,0.016053125
13429,0.012657939
13743,0.0045242766
13745,0.0044688913
13440,0.017444307
13455,0.005698332
13461,0.012145591
13469,0.04715608
13780,0.0031689631
13483,0.0050005806
13486,0.0033448932
13805,0.029946364
13503,0.006113868
13821,0.0038308182
14154,0.0089986995
14463,0.026336601
14464,0.0028421758
14467,0.0034092127
14484,0.0043329974
14494,0.013699538
14182,0.025830444
14513,0.0048321933
14517,0.012657939
14200,0.003731885
14230,0.012145591
14533,0.004220651
14536,0.031703625
14245,0.03224481
14246,0.004849495
14260,0.0083456775
14263,0.05128027
14571,0.012145591
14574,0.0060929083
14278,0.0035597035
14279,0.0090443725
14585,0.028435176
14589,0.029188871
14590,0.0059287
3494,0.013575105
3497,0.005578296
3824,0.0058648516
3839,0.012657939
3513,0.03143888
3937,0.003491765
3532,0.004025167
3533,0.005607715
3537,0.041677542
3848,0.012657939
3543,0.034864645
3549,0.037192803
3553,0.0072729066
3871,0.0064664027
3880,0.0032374694
3568,0.03885877
3573,0.0043623657
3898,0.026757406
3585,0.007830871
3591,0.012145591
3313,0.034896027
3628,0.012769583
3356,0.004790134
3666,0.003913764
3390,0.0050160545
3704,0.0038510899
3719,0.00488577
3406,0.012657939
3722,0.023206068
3438,0.038980003
3743,0.007601857
3751,0.0053037507
4386,0.011038826
4081,0.02518724
4084,0.006236198
4086,0.022881059
4407,0.012657939
4420,0.012145591
4106,0.0059512216
4108,0.0031508238
4113,0.06516678
4114,0.003547041
4429,0.005399617
4433,0.023443295
4124,0.0047237556
4145,0.034757774
4465,0.012657939
4218,0.0034337624
4504,0.0029462748
4520,0.012145591
4523,0.0059052687
4249,0.00439673
3946,0.0027858564
3950,0.0038007263
4293,0.0131407855
5752,0.012657939
5470,0.009417886
5775,0.008604948
5777,0.0042655785
5492,0.0037716061
5494,0.023750784
5495,0.0041834833
5788,0.033115927
5793,0.012145591
14054,0.029370777
14057,0.0153643815
14398,0.002364884
14416,0.0046701957
14098,0.004644914
14100,0.012145591
14103,0.005609778
14106,0.00545239
14421,0.012145591
14426,0.033140488
14430,0.013780088
14128,0.0046347594
14130,0.04079578
15110,0.0041131726
14789,0.017881978
14793,0.005526641
15120,0.0031404393
15128,0.005903665
15138,0.00661387
14849,0.0029477458
14853,0.004802347
14859,0.0035674043
15199,0.008238715
14903,0.004582304
14929,0.004436997
14935,0.049510695
15253,0.007872828
14937,0.0044601467
14949,0.009339623
14951,0.010195572
14676,0.012657939
15000,0.0057921736
15014,0.0032442624
14712,0.00494524
15022,0.0046544163
15037,0.016460987
15041,0.0075935987
14753,0.003149687
15062,0.0053112456
15072,0.0050614555
14772,0.032900944
14775,0.003599792
15736,0.0038392271
15421,0.0038722905
15424,0.047554925
15437,0.01440363
15752,0.027363382
15755,0.012145591
2158,0.005460634
2160,0.0037604356
2161,0.005826091
2490,0.012145591
2493,0.0194021
2497,0.034226824
3120,0.0051951664
3123,0.0069056004
2830,0.012657939
3145,0.007272645
2871,0.0037162954
3282,0.007086597
3288,0.0038011686
2883,0.004427239
3187,0.014038333
2904,0.027449073
2909,0.0053748568
3205,0.012657939
3234,0.006092351
3244,0.0038674008
3245,0.0053759147
3248,0.031204417
2960,0.012145591
2964,0.025674954
3260,0.00429524
3275,0.0052927216
3279,0.025347464
2984,0.0075302804
2987,0.0033319471
2992,0.0052919006
2708,0.0050681187
2718,0.005017473
3022,0.0069715846
3036,0.0051698517
2720,0.0035771197
2735,0.004602314
3053,0.0040483526
3060,0.012657939
3071,0.03434553
3760,0.00391466
12309,0.0037753005
12322,0.0244088
12352,0.00988938
12692,0.0034087643
12382,0.012657939
12703,0.003617187
12710,0.01068882
12727,0.0026688054
12428,0.0056386273
12444,0.0038082444
12447,0.032043923
12451,0.035043035
77557,0.0035283372
78505,0.012259993
78821,0.0041775024
79784,0.002842142
80100,0.006474244
80423,0.003791067
80437,0.038009357
80750,0.04308678
81060,0.0056349523
81068,0.034695607
81075,0.003314498
81381,0.014583545
76604,0.003408181
77252,0.004078409
77562,0.0038482975
78212,0.0062734187
78214,0.04716434
78518,0.022339297
78520,0.008008148
78521,0.020551564
78857,0.0034835269
79163,0.0055915765
79803,0.00502221
80123,0.004392547
80136,0.06453022
80138,0.00429231
80450,0.004071965
80454,0.0029457298
80455,0.020684179
80457,0.030530283
81401,0.0074423184
2266,0.004689949
2595,0.013641242
2289,0.004700473
2609,0.010478926
2611,0.012657939
2613,0.0039372696
2616,0.005868478
2628,0.004735263
2654,0.0077136704
2346,0.0034300731
2356,0.004625982
2057,0.012145591
2364,0.0278386
2372,0.014151789
2083,0.012657939
2115,0.0042671724
2116,0.0064472994
2117,0.009663146
2442,0.031859774
2454,0.004642073
2147,0.006503068
71153,0.0055711796
66365,0.0045076287
66998,0.006281738
67003,0.0040635094
67007,0.03528923
67012,0.003369274
67317,0.03346903
57463,0.005681186
58098,0.0032157323
58105,0.0058248565
58414,0.0048568323
58420,0.04585311
58746,0.011916078
59061,0.012418866
59068,0.047124244
59375,0.011916078
59376,0.005999721
59387,0.0049105617
59700,0.011916078
60026,0.009254096
60028,0.0041023637
60348,0.016958404
60655,0.0036787433
60657,0.012418866
60973,0.03862181
56201,0.028065108
56525,0.0053752544
56837,0.00438956
56843,0.0058475262
56845,0.0036454014
57164,0.011916078
57805,0.0046140114
57806,0.0058121984
57808,0.0060457108
58111,0.004846311
58436,0.035118904
58447,0.0048015043
58751,0.023825895
59073,0.0066270474
59396,0.0067764358
59405,0.011916078
59716,0.01678882
60037,0.005805
60045,0.012418866
60357,0.003305313
60363,0.0041471673
60672,0.05638231
60684,0.011916078
60687,0.019136224
61006,0.004891258
56220,0.008434776
56222,0.0037805298
56539,0.003894756
56540,0.0045366483
56548,0.0034480218
57497,0.0056666485
57509,0.012418866
57821,0.0031067452
58135,0.00825417
58458,0.011916078
58790,0.028529245
59424,0.014398526
59425,0.0065606525
65474,0.0049208407
65484,0.002618336
65797,0.0046623247
65810,0.0050766617
65812,0.0033046892
70503,0.012418866
70505,0.005917315
70825,0.009428733
70831,0.0037269918
70832,0.0039140075
32454,0.0077305837
32781,0.029387046
32789,0.0061075026
32812,0.009977987
32506,0.005662904
32512,0.0056087994
32844,0.008151471
32845,0.030936366
32852,0.01891586
32875,0.0029772483
32897,0.012318863
32585,0.006596283
32279,0.0042124507
32600,0.024604332
32610,0.0052989307
32615,0.012838426
32635,0.0032873936
32638,0.034888327
32340,0.032472156
32345,0.0040788604
32664,0.0034967493
32674,0.0049063344
32393,0.003361022
32702,0.004170201
32411,0.0064586718
33048,0.020303536
33094,0.037601404
33402,0.02462478
33413,0.007519853
33105,0.004013555
33131,0.006732711
33168,0.00825636
33460,0.033143714
33461,0.0034436649
33473,0.012838426
33180,0.012318863
33214,0.0039020367
33219,0.03486256
33226,0.0036171852
32929,0.008715697
32934,0.012838426
33241,0.004781252
41842,0.020949883
42495,0.0041700285
42807,0.004385554
42808,0.0042962413
42810,0.024473311
43122,0.042044554
44100,0.012233235
44411,0.0661297
44418,0.0052451743
45388,0.00800814
45394,0.017168686
45399,0.003869551
41541,0.012318863
41866,0.012318863
41875,0.01958791
42189,0.004161088
42196,0.026146693
42517,0.01636911
42521,0.0037488367
42829,0.012318863
43477,0.004764529
44119,0.012749233
44755,0.005018987
45407,0.035662938
45414,0.006140373
40586,0.0042783385
40917,0.012838426
41572,0.04000084
41889,0.019767096
41891,0.0033456627
41897,0.01944087
42202,0.0037319276
42216,0.012318863
42539,0.048673626
42855,0.00432864
43173,0.004355133
43482,0.012838426
43486,0.0032139963
43487,0.0076904995
43803,0.01513448
44131,0.0066091125
44453,0.031994805
44776,0.0032074603
45103,0.00836421
45436,0.030484622
40614,0.004079126
40937,0.0057181153
41272,0.0027369445
41274,0.01786958
41586,0.008090473
41591,0.014964057
41595,0.003250994
42237,0.04377272
70257,0.015655013
75682,0.004368664
76004,0.024423255
72500,0.007974147
72817,0.0038325563
73461,0.023811718
73785,0.0035109213
73795,0.0027348434
73796,0.007195553
74105,0.003291679
74116,0.015867542
74435,0.0061759474
74743,0.007550177
75071,0.0044756467
75709,0.0040308004
73477,0.0036387276
73483,0.026218692
73798,0.032500505
74125,0.0063884477
74128,0.0051400624
74450,0.005509462
74769,0.006079813
74774,0.03344915
75085,0.0038367459
75089,0.012259993
75406,0.025282241
76057,0.02418062
76374,0.00597706
76376,0.026243502
71902,0.011845784
71903,0.028581144
72549,0.011763561
72550,0.023409816
73179,0.009134351
74466,0.011763561
77547,0.028828586
22773,0.010656517
22469,0.012318863
22779,0.03144303
22795,0.012838426
22796,0.0037378168
22482,0.0040413006
22487,0.028768934
22491,0.006052503
22817,0.026073584
22216,0.044746615
22537,0.012318863
22542,0.005205154
22556,0.022864902
22568,0.0037336017
22261,0.003696281
22266,0.006541712
22274,0.0038806666
22584,0.006039084
22281,0.0055632335
22618,0.006540036
22312,0.007385187
22329,0.012318863
22643,0.0043803835
22959,0.027437309
23280,0.0032203621
22996,0.0048071262
22997,0.010387804
23315,0.0039617755
23033,0.012838426
23455,0.02701814
23339,0.019943243
23371,0.0039240145
23080,0.023312164
23384,0.0032902807
23101,0.004744015
23118,0.002861825
23400,0.0030378164
23139,0.004778201
22850,0.0033136916
22881,0.0038641382
22891,0.004175872
32071,0.008219771
32076,0.030165456
31775,0.012318863
32743,0.0041687023
32438,0.03380218
32443,0.0055849915
45011,0.0032402356
45327,0.043804158
45332,0.005479875
45334,0.003785404
40520,0.015853386
40846,0.012838426
41159,0.016093168
41489,0.004956814
41807,0.026488205
41813,0.01580968
42128,0.033230253
42450,0.004151289
43406,0.0051593026
43411,0.008198612
43417,0.0032287473
43726,0.0428573
45024,0.012233235
40853,0.004365817
41510,0.045826957
41514,0.025736421
41832,0.0047181165
41838,0.0037542402
42156,0.012318863
42475,0.01595591
42798,0.017387653
43107,0.026606608
43111,0.012838426
43120,0.0032458033
43121,0.012838426
43422,0.0042614266
44070,0.023721563
45042,0.012749233
40546,0.0046932576
41522,0.012838426
54649,0.003882621
54650,0.011916078
54973,0.032970723
54986,0.0048081507
55300,0.0033668715
55306,0.0074672704
55617,0.012418866
55619,0.021240253
51440,0.00799126
51442,0.010025234
51443,0.005201316
51772,0.0054710386
52104,0.012418866
52424,0.012418866
52434,0.031974506
53069,0.0056621386
54025,0.033373322
54362,0.0025155486
54674,0.0034698923
54678,0.012418866
54995,0.04342358
55314,0.021212783
55322,0.048199426
55639,0.06279625
55644,0.0066325995
51135,0.012418866
51462,0.012418866
51466,0.0057568448
52123,0.0035655503
52456,0.012418866
52776,0.012418866
53090,0.0071717976
53095,0.029847097
53407,0.011916078
53729,0.003961811
53735,0.011916078
54047,0.006493771
54692,0.011916078
55017,0.03041667
55020,0.0216384
55027,0.018658318
55028,0.031319555
55657,0.013566877
55660,0.021795029
50841,0.039457
50846,0.005439247
52143,0.0030255357
53436,0.006821615
53758,0.0039524455
54064,0.026787369
54073,0.023246456
54395,0.0038353882
54397,0.0052890447
54402,0.011916078
55048,0.008211992
55358,0.011916078
55678,0.0037834942
50858,0.011045657
51181,0.0038606836
66118,0.017428441
66125,0.0033194842
61671,0.003135581
62299,0.011916078
62613,0.0034343381
63253,0.041769043
63255,0.049636565
63577,0.029190747
63580,0.0106431125
63586,0.0029780255
64217,0.005503561
64223,0.004073729
64226,0.007336854
64855,0.021586731
65189,0.003702613
65497,0.011916078
65816,0.0042529386
61368,0.0058971792
61994,0.011916078
61996,0.0049022525
62010,0.012418866
62960,0.011916078
62961,0.035352312
63288,0.004488206
63596,0.008831872
64558,0.003096055
64562,0.003083056
64882,0.0041693514
65210,0.022452934
66156,0.02723254
61705,0.004090781
62026,0.0028813207
62348,0.0035647778
62656,0.013282129
62665,0.013636104
62974,0.0048858924
62988,0.007227839
63295,0.0069126477
63297,0.0047612856
63305,0.0047391057
63624,0.0026356645
64895,0.029271128
65216,0.0028253386
65228,0.030592902
65863,0.004549544
65870,0.011916078
61084,0.014500418
61716,0.0029591322
62686,0.012418866
62689,0.0052621327
62692,0.003344715
63319,0.0049234005
68020,0.006709505
68337,0.0024555135
68660,0.007506118
68673,0.043975577
68977,0.008474238
69297,0.012418866
69306,0.018726537
54522,0.011916078
54848,0.006156031
55154,0.0062451228
55163,0.012418866
55165,0.026503732
55805,0.011916078
55808,0.004893352
50990,0.007390631
51641,0.004072988
51964,0.0059909155
52607,0.011916078
52608,0.005542516
52924,0.0056858286
52934,0.0055511356
53253,0.026502233
53262,0.0052206856
53902,0.008294896
54205,0.018306535
54208,0.004402831
54218,0.0048997737
54861,0.0060022958
54862,0.002729061
51001,0.025380487
61152,0.013484904
61155,0.009735686
61162,0.0038798226
